idh,idp,y,x,top,bot,cec,oc,w_hue,w_value,w_chroma,d_hue,d_value,d_chroma,bsat
7610,1761,-32.41965,-60.41198,0,34,28.3,1.64,10YR,3,1,NA,NA,NA,94.3462897526502
7617,1762,-32.36436,-60.46951,0,24,5.7,0.04,10YR,4,3,NA,NA,NA,87.719298245614
7618,1762,-32.36436,-60.46951,24,58,6.5,0.24,10YR,3,2,NA,NA,NA,90.7692307692308
7621,1763,-32.39436,-60.41642,0,24,19.6,0.36,10YR,4,3,10YR,6,2,94.1836734693878
7622,1763,-32.39436,-60.41642,24,48,28.6,0.24,10YR,4,3,NA,NA,NA,94.7552447552448
7626,1764,-32.26943,-60.46538,0,22,23,1.68,10YR,3,2,10YR,5,2,89.2608695652174
7627,1764,-32.26943,-60.46538,22,38,25.8,1.56,10YR,3,1,NA,NA,NA,88.953488372093
7632,1765,-32.26764,-60.38773,0,23,28.9,2.99,10YR,3,1,NA,NA,NA,90.9688581314879
7633,1765,-32.26764,-60.38773,23,42,38.6,0.96,10YR,4,2,NA,NA,NA,93.9637305699482
7643,1766,-32.21686,-60.54139,0,16,39.8,2.87,10YR,2,1,NA,NA,NA,91.9849246231156
7644,1766,-32.21686,-60.54139,16,30,43.9,1.87,10YR,2,2,NA,NA,NA,95.4897494305239
7648,1767,-32.23039,-60.51891,0,25,35.7,2.37,10YR,2,1,10YR,5,1,62.4089635854342
7654,1768,-32.12591,-60.4173,0,18,31.8,1.58,10YR,3,1,NA,NA,NA,92.8301886792453
7655,1768,-32.12591,-60.4173,18,38,41.6,1.1,10YR,2,2,NA,NA,NA,93.3173076923077
7659,1769,-32.0927,-60.43414,0,15,27.9,2.14,10YR,3,2,NA,NA,NA,91.326164874552
7660,1769,-32.0927,-60.43414,15,29,29.3,1.77,10YR,3,2,NA,NA,NA,90.6143344709898
7666,1770,-32.0924,-60.61202,0,20,23.8,2.1,10YR,3,1,10YR,5,2,91.8487394957983
7667,1770,-32.0924,-60.61202,20,33,30.5,1.23,10YR,3,1,NA,NA,NA,93.1803278688525
7671,1771,-32.01404,-60.56627,0,19,88.61,2.29,10YR,3,1,NA,NA,NA,28.800361133055
7672,1771,-32.01404,-60.56627,19,40,91.15,1.15,10YR,3,1,NA,NA,NA,39.80252331322
7681,1773,-32.20086,-60.21853,0,18,34.2,2.59,10YR,2,1,NA,NA,NA,92.1929824561403
7682,1773,-32.20086,-60.21853,18,45,43.5,0.89,10YR,3,3,NA,NA,NA,97.7701149425287
7686,1774,-32.19794,-60.18063,0,11,42.5,3.11,10YR,3,1,NA,NA,NA,98.6352941176471
7687,1774,-32.19794,-60.18063,11,21,44.6,2.89,10YR,3,1,NA,NA,NA,97.3094170403587
7688,1774,-32.19794,-60.18063,21,47,46.5,2.66,10YR,2,2,NA,NA,NA,97.2043010752688
7705,1777,-32.15513,-60.18355,0,12,33.6,2.31,10YR,3,1,NA,NA,NA,94.0476190476191
7706,1777,-32.15513,-60.18355,12,42,37.9,1.72,10YR,2,1,NA,NA,NA,89.4459102902375
7716,1779,-32.08072,-60.64775,0,30,21.7,1.9,10YR,3,2,10YR,5,1,90.5990783410138
7729,1781,-32.13941,-60.36132,0,30,27.4,2.06,10YR,2,1,10YR,5,2,87.6642335766423
7734,1782,-32.11325,-60.28683,0,21,38.4,2.84,10YR,3,1,10YR,4,1,95.2604166666667
7735,1782,-32.11325,-60.28683,21,53,50.1,0.85,10YR,3,2,NA,NA,NA,96.4471057884231
7739,1783,-32.3296,-60.25839,0,15,23.87,2.38,10YR,3,1,10YR,4,2,80.8127356514453
7740,1783,-32.3296,-60.25839,15,25,26.83,1.78,10YR,3,1,10YR,4,2,82.445024226612
7893,1810,-33.96992,-59.38566,0,16,20.1,1.95,10YR,2,2,10YR,4,2,90.547263681592
7894,1810,-33.96992,-59.38566,16,30,24.5,1.53,10YR,2,1,10YR,3,2,85.7142857142857
7920,1815,-32.32764,-60.25804,0,9,23.32,2.57,10YR,3,2,10YR,5,1,75.7718696397942
7921,1815,-32.32764,-60.25804,9,20,21.98,2.45,10YR,3,1,NA,NA,NA,78.2074613284805
7922,1815,-32.32764,-60.25804,20,43,35.51,1.76,10YR,3,1,NA,NA,NA,89.8056885384399
7927,1816,-32.33657,-60.24032,0,14,25.32,3.02,10YR,3,1,10YR,4,1,88.9415481832543
7928,1816,-32.33657,-60.24032,14,27,26.44,1.92,10YR,3,1,NA,NA,NA,80.5219364599092
7933,1817,-32.4479,-60.29965,0,21,38.1,2.76,10YR,3,2,NA,NA,NA,92.1259842519685
7934,1817,-32.4479,-60.29965,21,38,31.6,1.11,10YR,3,3,NA,NA,NA,96.6772151898734
7939,1818,-32.43372,-60.18267,0,19,30.2,2.63,10YR,3,1,NA,NA,NA,100
7940,1818,-32.43372,-60.18267,19,28,34.2,2.19,10YR,3,1,NA,NA,NA,100
7945,1819,-32.43815,-60.18083,0,22,34.22,1.77,10YR,3,2,NA,NA,NA,98.6849795441262
7946,1819,-32.43815,-60.18083,22,37,34.2,1.03,10YR,3,3,NA,NA,NA,100
7950,1820,-32.43611,-60.1691,0,16,31.4,2.8,10YR,3,1,NA,NA,NA,97.7707006369427
7951,1820,-32.43611,-60.1691,16,25,31.82,1.98,10YR,3,1,NA,NA,NA,95.7259585166562
7956,1821,-32.5984,-60.17412,0,21,32.9,0.95,10YR,3,1,NA,NA,NA,98.8145896656535
7957,1821,-32.5984,-60.17412,21,47,NA,0.53,7.5YR,5,4,NA,NA,NA,100
7960,1822,-33.89284,-59.43874,0,11,20.7,1.75,10YR,3.5,1,NA,NA,NA,71.0144927536232
7961,1822,-33.89284,-59.43874,11,23,18.2,0.6,10YR,3,1,NA,NA,NA,82.4175824175824
7962,1822,-33.89284,-59.43874,23,90,38.9,0.54,10YR,3,1,NA,NA,NA,88.6889460154242
7977,1826,-32.59857,-60.17222,0,23,36,2.35,10YR,3,2,NA,NA,NA,94.5833333333333
7978,1826,-32.59857,-60.17222,23,40,NA,0.83,10YR,3,2,NA,NA,NA,NA
7983,1827,-32.59034,-60.13144,0,30,33.8,2.27,10YR,3,2,NA,NA,NA,97.2189349112426
7989,1828,-32.68445,-59.90948,0,14,28.8,2.4,10YR,3,1,NA,NA,NA,97.3263888888889
7990,1828,-32.68445,-59.90948,14,27,26,1.44,10YR,3,1,NA,NA,NA,100
7996,1829,-32.77203,-59.87394,0,20,18.64,2.19,10YR,3,1,NA,NA,NA,99.5171673819742
7997,1829,-32.77203,-59.87394,20,44,28.8,1.03,10YR,3,2,NA,NA,NA,98.75
8002,1830,-32.60762,-59.90412,0,15,24.66,1.98,10YR,3,1,NA,NA,NA,84.6715328467153
8003,1830,-32.60762,-59.90412,15,45,36.44,0.7,10YR,3,1,NA,NA,NA,89.0779363336992
8008,1831,-32.58418,-60.03495,0,24,29.32,1.86,10YR,3,1,NA,NA,NA,85.0613915416098
8009,1831,-32.58418,-60.03495,24,46,35.51,1.03,10YR,4,3,NA,NA,NA,87.0177414812729
8013,1832,-32.63254,-59.88689,0,28,NA,2.02,10YR,3,1,NA,NA,NA,NA
8061,1841,-32.36644,-60.01941,0,19,32.07,2.76,10YR,3,1,NA,NA,NA,93.5141877143748
8062,1841,-32.36644,-60.01941,19,29,32.78,1.53,10YR,3,1,NA,NA,NA,92.5869432580842
8137,1854,-32.69584,-59.88669,0,19,26.12,1.93,10YR,3,3,NA,NA,NA,82.427258805513
8138,1854,-32.69584,-59.88669,19,30,27.33,1.24,10YR,3,2,NA,NA,NA,92.169776802049
8262,1875,-32.02335,-58.94437,0,27,25.89,2.26,10YR,3,1,NA,NA,NA,87.0220162224797
8302,1882,-33.07815,-59.10886,0,8,33.7,3.8,10YR,3,1,NA,NA,NA,94.2611275964392
8303,1882,-33.07815,-59.10886,8,21,37.6,2.68,10YR,3,1,NA,NA,NA,82.2579787234043
8304,1882,-33.07815,-59.10886,21,40,41.6,2.27,10YR,2,1,NA,NA,NA,81.1298076923077
8373,1897,-33.81944,-59.15417,0,17,18.3,1.9,10YR,4,2,10YR,6,2,76.5027322404372
8374,1897,-33.81944,-59.15417,17,41,14.7,0.33,10YR,5,3,10YR,7,3,100
8391,1901,-33.45496,-59.00823,0,24,1.1,0.33,10YR,4,3,NA,NA,NA,100
8392,1901,-33.45496,-59.00823,24,55,1.1,NA,10YR,5,3,NA,NA,NA,95.4545454545455
8394,1902,-33.45757,-59.01287,0,21,7.5,1.38,10YR,2,2,NA,NA,NA,50.6666666666667
8395,1902,-33.45757,-59.01287,21,60,11,1.74,10YR,1.7,1,NA,NA,NA,60
8398,1903,-33.48222,-59.12877,0,32,26.1,1.25,10YR,2,1,NA,NA,NA,91.1877394636015
8401,1904,-33.47111,-59.11199,0,32,NA,0.58,10YR,2,1,NA,NA,NA,NA
8405,1905,-33.39201,-59.41053,0,27,42.2,3.11,10YR,1.7,1,NA,NA,NA,75.8293838862559
8412,1906,-33.42309,-59.46175,0,11,21.42,5.53,10YR,2,2,NA,NA,NA,7.79645191409897
8413,1906,-33.42309,-59.46175,11,24,13.3,0.69,10YR,3,2,NA,NA,NA,100
8414,1906,-33.42309,-59.46175,24,48,32,0.3,10YR,3,1,NA,NA,NA,95.625
8422,1907,-33.39564,-59.37075,0,26,NA,0.75,10YR,2,1,NA,NA,NA,NA
8426,1909,-33.42585,-59.46937,0,12,5,0.88,10YR,3,2,NA,NA,NA,88
8427,1909,-33.42585,-59.46937,12,47,3.8,0.59,7.5YR,3,2,NA,NA,NA,77.6315789473684
8437,1910,-33.70233,-59.13784,0,14,8.8,1.05,10YR,2,3,NA,NA,NA,64.7727272727273
8438,1910,-33.70233,-59.13784,14,34,9,0.66,7.5YR,2,3,NA,NA,NA,72.2222222222222
8448,1911,-33.69895,-59.13753,0,12,21.1,2.28,10YR,3,3,NA,NA,NA,54.5023696682464
8449,1911,-33.69895,-59.13753,12,54,30.2,0.72,10YR,3,2,NA,NA,NA,88.7417218543046
8454,1912,-33.74068,-59.17027,0,16,3.6,0.33,7.5YR,4,3,7.5YR,6,3,94.4444444444445
8455,1912,-33.74068,-59.17027,16,80,2.4,0.19,7.5YR,3,2,NA,NA,NA,54.1666666666667
8458,1913,-33.65802,-59.2292,0,50,40.8,1.11,10YR,3,2,NA,NA,NA,89.9509803921569
8465,1914,-33.66025,-59.06197,0,15,5.45,1.17,10YR,2,3,NA,NA,NA,56.8807339449541
8466,1914,-33.66025,-59.06197,15,48,2.35,0.04,10YR,3,4,NA,NA,NA,65.9574468085106
8468,1915,-33.72765,-59.08266,0,13,15.5,2.22,10YR,3,2,10YR,5,2,52.9032258064516
8469,1915,-33.72765,-59.08266,13,40,32.3,1.05,10YR,1.7,1,10YR,3,1,97.5232198142415
8474,1916,-33.56284,-59.22031,0,40,29.7,3.55,10YR,1.7,1,NA,NA,NA,73.0639730639731
8477,1917,-33.56958,-59.21341,0,10,23,4.29,10YR,3,2,10YR,5,2,72.1739130434783
8478,1917,-33.56958,-59.21341,10,26,25.3,1.27,10YR,1.7,1,NA,NA,NA,100
8481,1918,-33.53292,-59.05426,0,12,NA,0.29,7.5YR,5,3,NA,NA,NA,NA
8482,1918,-33.53292,-59.05426,12,88,NA,0.25,2.5Y,5,2,NA,NA,NA,NA
8489,1921,-33.23734,-59.26285,0,19,29.9,2.7,10YR,3,2,NA,NA,NA,81.6053511705686
8490,1921,-33.23734,-59.26285,19,48,36.3,0.77,10YR,1.7,1,NA,NA,NA,92.8374655647383
8494,1922,-33.51866,-59.33874,0,6,11.7,0.69,10YR,3,4,NA,NA,NA,97.4358974358974
8495,1922,-33.51866,-59.33874,6,23,NA,0.61,10YR,3,3,NA,NA,NA,NA
8496,1922,-33.51866,-59.33874,23,40,NA,0.63,10YR,1.7,1,NA,NA,NA,NA
8511,1924,-33.22373,-59.27252,0,13,22.8,2.69,10YR,3,2,NA,NA,NA,66.2280701754386
8512,1924,-33.22373,-59.27252,13,58,26.4,0.34,10YR,1.7,1,NA,NA,NA,100
8516,1927,-33.22507,-59.43839,0,13,23.5,4.04,10YR,3,2,NA,NA,NA,71.4893617021277
8517,1927,-33.22507,-59.43839,13,62,23.6,0.74,10YR,2,2,NA,NA,NA,89.406779661017
8533,1929,-33.23519,-59.42438,0,28,20,2.42,10YR,2,2,NA,NA,NA,83.5
8544,1931,-33.29236,-59.31017,0,14,17.2,2.02,10YR,3,3,10YR,5,3,78.4883720930233
8545,1931,-33.29236,-59.31017,14,27,13.6,0.24,10YR,3,2,NA,NA,NA,92.6470588235294
8557,1933,-33.29557,-59.30929,0,5,15.5,2.02,10YR,5,2,10YR,7,2,100
8558,1933,-33.29557,-59.30929,5,35,NA,0.37,10YR,1.7,1,NA,NA,NA,NA
8563,1934,-33.2924,-59.30336,0,8,15.9,2.02,10YR,4,3,10YR,7,3,97.4842767295598
8564,1934,-33.2924,-59.30336,8,58,19,0.84,10YR,3,3,NA,NA,NA,100
8577,1937,-33.55286,-59.31453,0,27,10,0.81,10YR,6,4,NA,NA,NA,91
8582,1938,-33.78775,-59.17459,0,4,21.1,2.6,10YR,3,3,10YR,5,1,72.5118483412322
8583,1938,-33.78775,-59.17459,4,10,17.1,1.2,10YR,4,6,NA,NA,NA,66.6666666666667
8584,1938,-33.78775,-59.17459,10,13,14.5,0.55,10YR,3,4,NA,NA,NA,59.3103448275862
8585,1938,-33.78775,-59.17459,13,16,16.6,0.55,10YR,4,4,NA,NA,NA,53.0120481927711
8586,1938,-33.78775,-59.17459,16,20,16.4,0.66,10YR,3,4,NA,NA,NA,49.390243902439
8587,1938,-33.78775,-59.17459,20,65,12.3,NA,7.5YR,4,3,NA,NA,NA,91.0569105691057
8594,1940,-33.27455,-59.40093,0,13,14.7,1.84,10YR,3,3,10YR,5,3,72.7891156462585
8595,1940,-33.27455,-59.40093,13,53,21.1,0.62,10YR,2,2,NA,NA,NA,90.9952606635071
8602,1942,-33.36884,-59.12557,0,8,20,3.58,10YR,3,3,10YR,5,3,72.5
8603,1942,-33.36884,-59.12557,8,44,27.5,0.61,10YR,2,1,NA,NA,NA,94.5454545454546
8608,1944,-33.36666,-59.13559,0,11,12,1.89,10YR,3,3,10YR,5,3,84.1666666666667
8609,1944,-33.36666,-59.13559,11,48,NA,0.76,10YR,2,1,NA,NA,NA,NA
9599,2124,-32.6167,-61.8667,0,14,15.6,1.31,10YR,3.5,2,10YR,6,2,100
9600,2124,-32.6167,-61.8667,14,33,26.2,0.56,7.5YR,4,2,NA,NA,NA,100
11116,2467,-34.20472,-59.54572,0,21,NA,NA,10YR,3,1,10YR,5,2,NA
11117,2467,-34.20472,-59.54572,21,35,NA,NA,10YR,3,2,10YR,5,2,NA
11629,2561,-33.72222,-61.12639,0,16,22.4,2.28,10YR,3,1.5,NA,NA,NA,87.5
11630,2561,-33.72222,-61.12639,16,30,21.4,1.56,10YR,3,1,NA,NA,NA,86.9158878504673
11646,2562,-34.1725,-61.85,0,18,14.1,1.41,10YR,3,2,NA,NA,NA,88.6524822695036
11647,2562,-34.1725,-61.85,18,32,16.6,0.38,7.5YR,4,2,NA,NA,NA,98.7951807228916
28837,2668,-33.19556,-61.4375,0,14,20.7,1.78,10YR,2,2,10YR,5,2,81.1594202898551
28838,2668,-33.19556,-61.4375,14,22,19.2,1.11,10YR,2,2,10YR,5,2,85.9375
28839,2668,-33.19556,-61.4375,22,33,20.1,0.66,7.5YR,3,2,7.5YR,5,2,87.0646766169154
11948,2704,-32.5667,-61.9,0,15,22.9,2.35,10YR,3.5,2,10YR,6,2,94.3231441048035
11949,2704,-32.5667,-61.9,15,52,33.6,0.97,7.5YR,3,2,NA,NA,NA,100
13868,3063,-32,-62,0,15,16.8,0.84,10YR,3.5,2,NA,NA,NA,100
13869,3063,-32,-62,15,32,29.2,0.41,7.5YR,3,2,NA,NA,NA,100
13934,3079,-33,-62,0,23,22.2,1.52,10YR,2,1,NA,NA,NA,NA
13935,3079,-33,-62,23,40,20.4,0.38,10YR,3,3,NA,NA,NA,NA
13943,3081,-32,-62,0,11,16.4,1.08,10YR,3,3,NA,NA,NA,100
13944,3081,-32,-62,11,54,24,0.33,7.5YR,3,2,NA,NA,NA,100
14072,3108,-32.315,-60.97228,0,33,34.3,0.94,10YR,3,2,10YR,5,2,37.3177842565598
14079,3109,-32.67997,-60.84869,0,32,26.4,0.98,10YR,3,2,10YR,5,2,45.8333333333333
14256,3155,-32.77481,-61.40239,0,25,18.5,1.38,NA,NA,NA,NA,NA,NA,82
14270,3157,-33.25342,-60.53772,0,20,13.51,1.22,NA,NA,NA,NA,NA,NA,86.8245743893412
14271,3157,-33.25342,-60.53772,20,55,14.05,0.81,NA,NA,NA,NA,NA,NA,81.1387900355872
14317,3167,-34.59947,-59.02814,0,23,12.4,0.96,NA,NA,NA,NA,NA,NA,NA
14318,3167,-34.59947,-59.02814,23,34,13.15,0.97,NA,NA,NA,NA,NA,NA,NA
14322,3168,-34.12947,-59.29739,0,25,16.37,1.33,NA,NA,NA,NA,NA,NA,NA
14327,3169,-34.19886,-59.18786,0,28,18.5,1.68,10YR,2,1,NA,NA,NA,NA
14702,3247,-32.03972,-60.93889,0,25,4.8,0.5,10YR,4.5,3,10YR,6,3,87.5
14696,3248,-32,-61,0,22,21.9,1.91,10YR,3,2,NA,NA,NA,69.8630136986302
14697,3248,-32,-61,22,35,18,0.88,10YR,4,2,NA,NA,NA,77.7777777777778
14709,3249,-32.07028,-61.50194,0,11,15.2,0.85,10YR,4,2,10YR,6,2,69.0789473684211
14710,3249,-32.07028,-61.50194,11,21,18.4,0.64,10YR,3.5,2,10YR,5.5,2,77.1739130434783
14711,3249,-32.07028,-61.50194,21,44,25,0.27,7.5YR,4.5,2,7.5YR,4.5,2,92.4
14714,3250,-32.34972,-59.93031,0,24,17.4,1.93,10YR,2,1,NA,NA,NA,NA
14715,3250,-32.34972,-59.93031,24,52,21.2,0.97,10YR,2,2,NA,NA,NA,NA
14717,3251,-32.35592,-59.27611,0,19,22.8,1.49,10YR,2,1,NA,NA,NA,NA
14718,3251,-32.35592,-59.27611,19,47,21.4,1.04,7.5YR,3,2,NA,NA,NA,NA
14759,3263,-32.18,-61.8425,0,15,18.2,1.65,10YR,3,3,10YR,5,2,81.3186813186813
14760,3263,-32.18,-61.8425,15,19,17.7,1.61,10YR,3,2,10YR,5,2,80.225988700565
14761,3263,-32.18,-61.8425,19,26,16,0.88,10YR,3,2,10YR,6,2,78.75
14772,3264,-32.18333,-61.58222,0,16,16.2,1.6,10YR,3,3,10YR,5.5,2,64.1975308641975
14773,3264,-32.18333,-61.58222,16,22,14.6,1.2,10YR,4,2,10YR,6,2,73.972602739726
14774,3264,-32.18333,-61.58222,22,48,24,0.6,7.5YR,3,2,NA,NA,NA,97.5
14868,3283,-32.19806,-61.50556,0,20,16.2,1.91,10YR,3,2,10YR,5,2,87.6543209876543
14869,3283,-32.19806,-61.50556,20,28,12.6,0.79,10YR,4,2,10YR,6,2,75.3968253968254
14881,3284,-32.19444,-61.87472,0,13,18,1.51,10YR,3,2,10YR,5,2,78.3333333333333
14882,3284,-32.19444,-61.87472,13,20,18,1.35,10YR,3,2,10YR,5,2,80
14883,3284,-32.19444,-61.87472,20,26,18.1,0.92,10YR,3.5,2,10YR,5,2,77.3480662983425
14926,3291,-32.33,-61.05,0,19,16,1.13,10YR,4.5,2,10YR,5.5,2,83.125
14927,3291,-32.33,-61.05,19,26,14.7,0.53,10YR,4.5,2,10YR,6,2,70.7482993197279
14933,3292,-32.36111,-61.17917,0,17,16,1.26,10YR,3.5,1,10YR,5.5,1,81.25
14934,3292,-32.36111,-61.17917,17,24,14.8,0.97,10YR,4,2,10YR,6,2,87.1621621621622
14935,3292,-32.36111,-61.17917,24,47,30,0.86,7.5YR,4.5,4,7.5YR,5,4,98.3333333333333
14940,3293,-32.41667,-60.83333,0,27,14.6,0.94,10YR,3,2,10YR,5,2,85.6164383561644
14947,3294,-32.48694,-60.895,0,26,16.3,1.04,10YR,3,2,10YR,5,2,88.9570552147239
14964,3296,-32.49861,-61.41667,0,17,14,0.77,10YR,3.5,3,10YR,6,2,82.1428571428571
14965,3296,-32.49861,-61.41667,17,40,29,0.36,7.5YR,3,3,7.5YR,5,2,93.1034482758621
14967,3297,-32.50056,-61.43333,0,23,17.8,1.42,10YR,3,3,10YR,5,2,83.7078651685393
14968,3297,-32.50056,-61.43333,23,31,15.6,0.82,10YR,4,2,10YR,6,2,89.7435897435897
15013,3306,-32.52556,-61.22611,0,29,15,2.27,10YR,5,2,10YR,3,2,78
15018,3307,-32.59861,-61.03861,0,22,16.9,1.24,10YR,3,3,10YR,5,2,84.0236686390533
15019,3307,-32.59861,-61.03861,22,32,13.6,1.02,10YR,4,2,10YR,6,2,80.1470588235294
15026,3308,-32.61222,-61.22361,0,21,19.3,1.16,10YR,3,1,NA,NA,NA,82.9015544041451
15027,3308,-32.61222,-61.22361,21,34,19.3,0.74,10YR,3,2,NA,NA,NA,86.5284974093264
15034,3309,-32.61278,-61.06028,0,25,19.4,1.53,10YR,5,2,10YR,3,2,87.6288659793815
15174,3339,-33.01667,-61.2125,0,18,16.7,1.48,10YR,2,2,10YR,4,2,77.8443113772455
15175,3339,-33.01667,-61.2125,18,27,19.3,1.33,10YR,3,3,10YR,5,3,83.419689119171
15202,3345,-33.36444,-61.36722,0,22,20.4,1.72,10YR,2,2,NA,NA,NA,75
15203,3345,-33.36444,-61.36722,22,32,20.5,1.43,10YR,3,3,NA,NA,NA,74.1463414634146
15626,3346,-33.44111,-61.64639,0,17,20.4,1.82,10YR,3,1.5,10YR,4.5,2,75.9803921568628
15627,3346,-33.44111,-61.64639,17,22,19,0.94,10YR,3,1,10YR,5,2,78.421052631579
15628,3346,-33.44111,-61.64639,22,30,23.8,0.59,10YR,3,2.5,10YR,5,2.5,85.2941176470588
15226,3349,-33.48972,-61.70417,0,18,22.9,1.95,10YR,2.5,2,10YR,4.5,2,80.3493449781659
15227,3349,-33.48972,-61.70417,18,28,19.9,0.97,10YR,3,3,10YR,4,3,82.9145728643216
15264,3355,-33.49167,-61.58333,0,14,13.5,0.73,10YR,4,1,10YR,6,1,99.2592592592593
15265,3355,-33.49167,-61.58333,14,22,30.5,0.36,10YR,4,1,10YR,6,1,100
15266,3355,-33.49167,-61.58333,22,49,29.3,0.18,7.5YR,4,2,7.5YR,6,2,100
24480,5597,-33.03663,-61.90818,0,17,NA,1.9,NA,NA,NA,NA,NA,NA,NA
24481,5597,-33.03663,-61.90818,17,24,NA,1.18,NA,NA,NA,NA,NA,NA,NA
24482,5597,-33.03663,-61.90818,24,45,NA,0.63,NA,NA,NA,NA,NA,NA,NA
24487,5598,-33.01432,-61.92256,0,17,NA,2.45,NA,NA,NA,NA,NA,NA,NA
24488,5598,-33.01432,-61.92256,17,25,NA,1.36,NA,NA,NA,NA,NA,NA,NA
24492,5599,-33.04997,-61.84018,0,15,NA,2.1,NA,NA,NA,NA,NA,NA,NA
24493,5599,-33.04997,-61.84018,15,28,NA,1.53,NA,NA,NA,NA,NA,NA,NA
24503,5601,-33.07283,-61.87022,0,20,NA,1.81,NA,NA,NA,NA,NA,NA,NA
24504,5601,-33.07283,-61.87022,20,37,NA,1.63,NA,NA,NA,NA,NA,NA,NA
24509,5602,-33.03904,-61.98381,0,18,NA,2.11,NA,NA,NA,NA,NA,NA,NA
24510,5602,-33.03904,-61.98381,18,24,NA,1.57,NA,NA,NA,NA,NA,NA,NA
24511,5602,-33.03904,-61.98381,24,63,NA,0.66,NA,NA,NA,NA,NA,NA,NA
24515,5603,-33.11922,-61.94292,0,20,NA,2.96,NA,NA,NA,NA,NA,NA,NA
24516,5603,-33.11922,-61.94292,20,36,NA,1.3,NA,NA,NA,NA,NA,NA,NA
24519,5604,-33.05355,-61.76477,0,14,NA,1.06,NA,NA,NA,NA,NA,NA,NA
24520,5604,-33.05355,-61.76477,14,44,NA,0.9,NA,NA,NA,NA,NA,NA,NA
24532,5606,-33.06963,-61.75465,0,14,NA,1.34,NA,NA,NA,NA,NA,NA,NA
24533,5606,-33.06963,-61.75465,14,30,NA,0.41,NA,NA,NA,NA,NA,NA,NA
24537,5607,-33.1098,-61.88882,0,16,NA,1.22,NA,NA,NA,NA,NA,NA,NA
24538,5607,-33.1098,-61.88882,16,40,NA,1.47,NA,NA,NA,NA,NA,NA,NA
24543,5608,-33.13412,-61.7865,0,17,NA,1.3,NA,NA,NA,NA,NA,NA,NA
24544,5608,-33.13412,-61.7865,17,24,NA,1.11,NA,NA,NA,NA,NA,NA,NA
24545,5608,-33.13412,-61.7865,24,52,NA,0.73,NA,NA,NA,NA,NA,NA,NA
24549,5609,-33.03515,-61.57569,0,15,NA,1.4,NA,NA,NA,NA,NA,NA,NA
24550,5609,-33.03515,-61.57569,15,22,NA,1.28,NA,NA,NA,NA,NA,NA,NA
24551,5609,-33.03515,-61.57569,22,46,NA,0.63,NA,NA,NA,NA,NA,NA,NA
24555,5610,-33.04045,-61.57827,0,17,NA,1.53,NA,NA,NA,NA,NA,NA,NA
24556,5610,-33.04045,-61.57827,17,25,NA,0.7,NA,NA,NA,NA,NA,NA,NA
24561,5612,-33.0509,-61.5763,0,11,NA,1.52,NA,NA,NA,NA,NA,NA,NA
24562,5612,-33.0509,-61.5763,11,19,NA,0.98,NA,NA,NA,NA,NA,NA,NA
24563,5612,-33.0509,-61.5763,19,54,NA,0.35,NA,NA,NA,NA,NA,NA,NA
24566,5614,-33.04304,-61.57782,0,14,NA,1.57,NA,NA,NA,NA,NA,NA,NA
24567,5614,-33.04304,-61.57782,14,18,NA,0.9,NA,NA,NA,NA,NA,NA,NA
24568,5614,-33.04304,-61.57782,18,30,NA,0.64,NA,NA,NA,NA,NA,NA,NA
24574,5615,-33.07452,-61.58586,0,12,NA,0.58,NA,NA,NA,NA,NA,NA,NA
24575,5615,-33.07452,-61.58586,12,20,NA,0.69,NA,NA,NA,NA,NA,NA,NA
24576,5615,-33.07452,-61.58586,20,59,NA,0.18,NA,NA,NA,NA,NA,NA,NA
24579,5617,-33.15828,-61.55044,0,20,NA,1.07,NA,NA,NA,NA,NA,NA,NA
24580,5617,-33.15828,-61.55044,20,32,NA,0.65,NA,NA,NA,NA,NA,NA,NA
24586,5619,-33.15828,-61.59181,0,20,NA,1.25,NA,NA,NA,NA,NA,NA,NA
24587,5619,-33.15828,-61.59181,20,44,NA,0.82,NA,NA,NA,NA,NA,NA,NA
24595,5620,-33.15847,-61.66054,0,15,NA,1.58,NA,NA,NA,NA,NA,NA,NA
24596,5620,-33.15847,-61.66054,15,23,NA,1.18,NA,NA,NA,NA,NA,NA,NA
24597,5620,-33.15847,-61.66054,23,68,NA,0.27,NA,NA,NA,NA,NA,NA,NA
24601,5622,-33.13237,-61.74466,0,15,NA,1.65,NA,NA,NA,NA,NA,NA,NA
24602,5622,-33.13237,-61.74466,15,25,NA,1.18,NA,NA,NA,NA,NA,NA,NA
24607,5623,-33.05519,-61.5934,0,22,NA,1.83,NA,NA,NA,NA,NA,NA,NA
24608,5623,-33.05519,-61.5934,22,26,NA,0.71,NA,NA,NA,NA,NA,NA,NA
24617,5624,-33.04847,-61.71846,0,20,NA,1.58,NA,NA,NA,NA,NA,NA,NA
24618,5624,-33.04847,-61.71846,20,26,NA,1.04,NA,NA,NA,NA,NA,NA,NA
24629,5625,-33.27445,-61.53109,0,15,NA,1.69,NA,NA,NA,NA,NA,NA,NA
24630,5625,-33.27445,-61.53109,15,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
24631,5625,-33.27445,-61.53109,19,27,NA,0.98,NA,NA,NA,NA,NA,NA,NA
24638,5626,-33.20117,-61.57584,0,13,NA,1.81,NA,NA,NA,NA,NA,NA,NA
24639,5626,-33.20117,-61.57584,13,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
