idh,idp,y,x,top,bot,cec,oc,w_hue,w_value,w_chroma,d_hue,d_value,d_chroma,bsat
2339,700,-33.98251,-61.20866,21,33,21.6,1.64,10YR,2,1,10YR,5,1,79.6296296296296
2350,701,-33.77171,-60.92127,0,10,17.5,1.54,10YR,3,2,NA,NA,NA,100
2351,701,-33.77171,-60.92127,10,20,17.7,1.02,10YR,3,2,10YR,6,1,100
2352,701,-33.77171,-60.92127,20,40,47.7,0.91,7.5YR,3,2,NA,NA,NA,78.1970649895178
2354,702,-33.91554,-61.11921,0,13,22.1,2.4,10YR,3,2,10YR,5,2,77.3755656108597
2355,702,-33.91554,-61.11921,13,26,20,1.61,10YR,3,1,10YR,5,2,76.5
2361,703,-33.98545,-61.08539,0,16,22.6,2.04,10YR,3,1,NA,NA,NA,80.0884955752212
2362,703,-33.98545,-61.08539,16,30,22.4,1.71,10YR,2,1,NA,NA,NA,78.5714285714286
2368,704,-33.94427,-61.05844,0,35,37,2.89,10YR,3,1,NA,NA,NA,100
2371,705,-33.86054,-61.09003,0,13,24.4,2.54,10YR,3,2,NA,NA,NA,82.7868852459016
2372,705,-33.86054,-61.09003,13,27,24.6,2.18,10YR,3,1,NA,NA,NA,89.0243902439024
2379,706,-33.94367,-61.22182,0,18,23.8,2.45,10YR,3,1,10YR,5,2,83.6134453781513
2380,706,-33.94367,-61.22182,18,31,21.9,2,10YR,3,1,NA,NA,NA,86.3013698630137
2386,707,-33.72559,-60.78352,0,14,27,2.29,10YR,3,2,10YR,4.5,2,90
2387,707,-33.72559,-60.78352,14,32,20.2,1.33,10YR,2,2,10YR,4.5,2,90.0990099009901
2393,708,-33.69586,-60.83071,0,16,25.3,2.53,10YR,2,2,10YR,4,2,90.9090909090909
2394,708,-33.69586,-60.83071,16,27,23.4,2.01,10YR,4,2,10YR,4,2,88.034188034188
2400,710,-33.75,-60.94306,0,15,24.8,2.45,10YR,3,2,10YR,4,2,89.5161290322581
2401,710,-33.75,-60.94306,15,34,20.6,1.2,10YR,3,2,10YR,4,2,94.6601941747573
2412,711,-33.76806,-60.91389,0,14,19.6,2.1,10YR,3,2,NA,NA,NA,83.1632653061224
2413,711,-33.76806,-60.91389,14,27,15.6,1.41,10YR,4,2,NA,NA,NA,95.5128205128205
2418,712,-34.4252,-59.89636,0,14,22.7,2.45,10YR,3,2,10YR,4,1.5,86.784140969163
2480,712,-34.4252,-59.89636,14,36,23.2,2.14,10YR,2,2,10YR,4.5,1,81.8965517241379
2419,713,-34.42621,-59.89527,0,14,17.8,1.4,10YR,3,3,10YR,6,2,100
2420,713,-34.42621,-59.89527,14,24,18,1.61,10YR,3,3,10YR,6,2,97.7777777777778
2421,713,-34.42621,-59.89527,24,44,35.2,0.6,10YR,3,4,NA,NA,NA,100
2426,714,-33.77902,-60.92726,0,10,15.8,2,10YR,3,2,10YR,6,1,100
2427,714,-33.77902,-60.92726,10,34,16.5,0.69,7.5YR,4,2,NA,NA,NA,100
2429,715,-33.75417,-60.80833,0,14,25,1.39,10YR,2,2,10YR,4,2,78
2430,715,-33.75417,-60.80833,14,25,19.9,0.69,10YR,3,1,10YR,5,2,90.4522613065327
2435,716,-33.81818,-60.79648,0,12,31.1,3.23,10YR,3,2,NA,NA,NA,94.5337620578778
2436,716,-33.81818,-60.79648,12,28,27.9,1.82,10YR,2,2,NA,NA,NA,100
2439,717,-33.68333,-60.71667,0,18,17,2.03,10YR,2,2,10YR,5,2,100
2440,717,-33.68333,-60.71667,18,30,17.1,1.89,10YR,2,2,10YR,4,2,100
2448,718,-33.7712,-60.686,0,13,21.7,1.86,10YR,3,2,NA,NA,NA,82.9493087557604
2449,718,-33.7712,-60.686,13,27,22,1.38,10YR,3,1,NA,NA,NA,87.2727272727273
2459,719,-34.48812,-59.98473,0,13,28,3.02,10YR,3,2,NA,NA,NA,84.6428571428571
2460,719,-34.48812,-59.98473,13,27,25.5,2.02,10YR,2,2,NA,NA,NA,88.2352941176471
2465,720,-34.45132,-59.91694,0,14,34,3.75,10YR,3,2,10YR,4,1,91.7647058823529
2466,720,-34.45132,-59.91694,14,32,27.7,2.45,10YR,2,2,10YR,4,1,92.4187725631769
2477,722,-34.45193,-59.91312,0,12,16.4,1.95,10YR,4,2,10YR,6,2,85.3658536585366
2478,722,-34.45193,-59.91312,12,25,16.9,1.65,10YR,3,2,10YR,6,1,87.5739644970414
2486,723,-34.39306,-59.65104,0,15,24.1,2.48,10YR,2,1,10YR,4,1.5,85.4771784232365
2487,723,-34.39306,-59.65104,15,28,20.8,1.77,10YR,2,2,10YR,4,1,98.5576923076923
2496,724,-34.41501,-59.76723,0,16,30.4,3.14,10YR,2,2,10YR,4,1,87.1710526315789
2497,724,-34.41501,-59.76723,16,34,27.1,2.4,10YR,2,2,10YR,4,1,88.5608856088561
2504,725,-34.35654,-59.98986,0,19,16.6,1.45,10YR,4,2,NA,NA,NA,87.3493975903614
2505,725,-34.35654,-59.98986,19,53,28.5,0.49,10YR,3,4,NA,NA,NA,100
2509,726,-34.3583,-59.99305,0,14,27,3.21,10YR,3,1,10YR,4,1.5,88.8888888888889
2510,726,-34.3583,-59.99305,14,32,27.9,2.28,10YR,2,2,10YR,4,1,90.6810035842294
2516,727,-34.33712,-59.93129,0,17,25.9,2.82,10YR,3,2,10YR,5,2,86.8725868725869
2517,727,-34.33712,-59.93129,17,31,23.7,2.16,10YR,3,2,NA,NA,NA,90.295358649789
2523,728,-34.39301,-59.64953,0,13,25.9,2.54,10YR,3,2,10YR,5,2,93.0501930501931
2524,728,-34.39301,-59.64953,13,30,46.9,0.75,10YR,3,2,NA,NA,NA,88.4861407249467
2530,729,-34.47029,-59.67793,0,15,26.5,3,10YR,3,1,10YR,4,1,87.9245283018868
2531,729,-34.47029,-59.67793,15,27,25.4,2.22,10YR,2,1,10YR,4,1,89.7637795275591
2538,730,-33.76638,-60.58002,0,19,23.9,2.34,10YR,3,2,NA,NA,NA,87.0292887029289
2539,730,-33.76638,-60.58002,19,36,23.4,1.58,10YR,3,1,NA,NA,NA,84.1880341880342
2545,731,-33.70781,-60.59113,0,14,20,1.94,10YR,3,2,NA,NA,NA,85.5
2546,731,-33.70781,-60.59113,14,25,19.9,1.55,10YR,3,2,NA,NA,NA,86.4321608040201
2551,732,-33.7697,-60.75758,0,20,23,2.3,10YR,3,1,10YR,4,1,74.3478260869565
2552,732,-33.7697,-60.75758,20,30,22,1.79,10YR,2,2,10YR,4,1,77.7272727272727
2559,733,-34.40973,-59.69468,0,19,28.1,2.58,10YR,3,1,10YR,5.5,1,92.1708185053381
2560,733,-34.40973,-59.69468,19,25,23.8,0.5,10YR,3,1,10YR,6,1,88.2352941176471
2565,734,-33.85,-60.8,0,20,17.2,1.01,10YR,3,3,NA,NA,NA,83.1395348837209
2566,734,-33.85,-60.8,20,30,13.7,0.47,10YR,3,2,NA,NA,NA,81.021897810219
2572,735,-33.9,-60.76667,0,12,19.2,1.44,10YR,3,3,NA,NA,NA,78.125
2573,735,-33.9,-60.76667,12,26,18.3,1.19,10YR,3,2,NA,NA,NA,78.1420765027322
2580,736,-33.95,-60.76667,0,23,22.2,1.83,10YR,3,2,NA,NA,NA,84.2342342342342
2581,736,-33.95,-60.76667,23,38,18.6,0.78,10YR,3,4,NA,NA,NA,84.9462365591398
2587,737,-33.93333,-60.98333,0,12,22.8,2.12,10YR,3,3,NA,NA,NA,81.5789473684211
2588,737,-33.93333,-60.98333,12,35,22.6,2.01,10YR,3,2,NA,NA,NA,84.070796460177
2611,738,-33.9,-60.86666,0,12,21,1.8,10YR,3,2,10YR,4,2,82.8571428571429
2612,738,-33.9,-60.86666,12,25,19,1.2,10YR,3,1,10YR,3,3,84.7368421052632
2596,739,-34.40864,-59.69687,0,13,23.5,1.7,10YR,3,1,10YR,4,1,89.3617021276596
2597,739,-34.40864,-59.69687,13,24,21.7,1.58,10YR,2,2,10YR,4,1,98.1566820276498
2598,739,-34.40864,-59.69687,24,40,17.6,0.97,10YR,3,3,10YR,5,2,91.4772727272727
2604,740,-34.38044,-59.57566,0,15,24.7,2.74,10YR,3,1,10YR,4,1,91.0931174089069
2605,740,-34.38044,-59.57566,15,29,23.2,2.2,10YR,2,1,10YR,4,1,93.9655172413793
2619,741,-33.85,-60.96667,0,16,20.4,2.13,10YR,3,1,NA,NA,NA,81.8627450980392
2620,741,-33.85,-60.96667,16,38,21.7,1.93,10YR,2,1,NA,NA,NA,75.1152073732719
2628,742,-33.86667,-60.95,0,20,16.5,1.83,10YR,3,1,NA,NA,NA,87.8787878787879
2629,742,-33.86667,-60.95,20,27,13.4,1.27,10YR,3,2,NA,NA,NA,100
2634,743,-33.88333,-60.95,0,16,20.3,2.12,10YR,3,1.5,NA,NA,NA,73.8916256157635
2635,743,-33.88333,-60.95,16,27,18.9,1.79,10YR,3,1,NA,NA,NA,80.952380952381
2648,744,-33.98254,-60.49802,0,24,18.4,1.97,10YR,3.5,2,10YR,6,2,78.2608695652174
2649,744,-33.98254,-60.49802,24,30,14.7,1.15,10YR,4,2,10YR,4.5,2,95.2380952380952
2641,745,-34.40264,-59.72673,0,14,24.2,2.65,10YR,2,2,10YR,3,2,88.0165289256198
2642,745,-34.40264,-59.72673,14,30,21.8,1.8,10YR,2,2,10YR,3,2,82.1100917431193
2654,746,-34.3494,-59.65822,0,15,22,2.1,10YR,2,2,10YR,4,2,93.6363636363636
2655,746,-34.3494,-59.65822,15,25,21.9,1.6,10YR,2,2,10YR,4,2,94.9771689497717
2662,747,-34.61677,-59.92853,0,24,25.6,2.63,10YR,2,1,10YR,4,1,83.203125
2663,747,-34.61677,-59.92853,24,36,18.7,1.01,10YR,3,2,10YR,5,2,80.7486631016043
2669,748,-34.62157,-59.80526,0,22,23.9,0.68,10YR,3,2,NA,NA,NA,100
2670,748,-34.62157,-59.80526,22,39,37.6,0.38,10YR,3,3,NA,NA,NA,100
2672,749,-34.64389,-59.90082,0,12,17.9,0.89,10YR,3,3,10YR,5,2,100
2673,749,-34.64389,-59.90082,12,44,37.2,0.54,10YR,3,4,NA,NA,NA,100
2677,750,-34.52668,-59.85176,0,28,17.2,2.03,10YR,3,2,NA,NA,NA,85.4651162790698
2683,751,-34.58258,-59.67083,0,17,22.2,0.69,10YR,3,2,NA,NA,NA,100
2684,751,-34.58258,-59.67083,17,40,39.2,0.59,10YR,3,4,NA,NA,NA,92.6020408163265
2689,752,-34.48799,-59.66331,0,27,25.6,2.49,10YR,2,1,10YR,4,1,86.71875
2697,753,-34.56111,-59.53,0,12,22.8,2.01,10YR,2,2,NA,NA,NA,88.1578947368421
2698,753,-34.56111,-59.53,12,19,21.3,1.96,10YR,3,2,NA,NA,NA,91.0798122065728
2699,753,-34.56111,-59.53,19,25,17.7,0.55,10YR,3,3,NA,NA,NA,92.6553672316384
2704,754,-34.6395,-59.61905,0,18,22.6,2.14,10YR,3,2,10YR,4,2,83.6283185840708
2705,754,-34.6395,-59.61905,18,30,21,1.95,10YR,2,2,10YR,4,2,83.8095238095238
2711,755,-34.55878,-59.69085,0,14,19.6,1.61,10YR,3,2,NA,NA,NA,95.9183673469388
2712,755,-34.55878,-59.69085,14,43,46.1,0.76,10YR,3,2,NA,NA,NA,100
2716,756,-33.95139,-60.55417,0,19,16.1,1.6,10YR,3,2,10YR,5,2,72.0496894409938
2717,756,-33.95139,-60.55417,19,28,12.1,0.72,7.5YR,4,2,7.5YR,7,2,80.9917355371901
2723,757,-33.95,-60.55,0,20,22.8,1.87,10YR,3,2,NA,NA,NA,82.0175438596491
2724,757,-33.95,-60.55,20,45,24.2,1.1,10YR,2,1,NA,NA,NA,89.2561983471075
2730,758,-33.96667,-60.7,0,15,20.5,1.85,10YR,3,2,NA,NA,NA,83.9024390243903
2731,758,-33.96667,-60.7,15,28,21.7,1.63,10YR,3,1,NA,NA,NA,81.1059907834101
2737,759,-33.85,-60.66667,0,13,21.1,1.69,10YR,3,2,10YR,5,2,84.3601895734597
2738,759,-33.85,-60.66667,13,25,20.3,1.48,10YR,3,1,NA,NA,NA,88.1773399014778
2744,760,-33.93333,-60.65,0,22,21.4,2.05,10YR,3,2,NA,NA,NA,83.177570093458
2745,760,-33.93333,-60.65,22,34,21.9,1.56,10YR,3,1,NA,NA,NA,82.1917808219178
2750,761,-34.49081,-59.35503,0,15,20.7,1.69,10YR,3,2,10YR,4,2,88.8888888888889
2751,761,-34.49081,-59.35503,15,27,21.8,1.43,10YR,2,2,10YR,4,2,82.5688073394495
2758,762,-33.97725,-60.5515,0,22,37.3,2.73,10YR,2,1,NA,NA,NA,100
2759,762,-33.97725,-60.5515,22,60,29.6,0.44,10YR,5,2,NA,NA,NA,100
2760,763,-34.49125,-59.35306,0,11,18.5,1.6,10YR,3,2,10YR,5,2,85.945945945946
2761,763,-34.49125,-59.35306,11,18,19.1,0.97,10YR,5,2,10YR,5,2,100
2762,763,-34.49125,-59.35306,18,22,31.6,0.72,10YR,2,2,10YR,3,2,95.8860759493671
2763,763,-34.49125,-59.35306,22,42,36.8,0.57,7.5YR,3,2,7.5YR,4,2,100
2768,764,-34.4437,-59.34502,0,15,21.7,1.5,10YR,3,2,10YR,5,2,87.0967741935484
2769,764,-34.4437,-59.34502,15,29,24.1,2.38,10YR,3,2,10YR,4,2,87.551867219917
2775,765,-34.36846,-59.30128,0,10,28.8,3.62,10YR,3,3,10YR,5,2,93.4027777777778
2776,765,-34.36846,-59.30128,4,0,24.5,2.24,10YR,3,3,10YR,5,2,86.530612244898
2777,765,-34.36846,-59.30128,10,20,24.1,2.1,10YR,3,2,10YR,5,2,82.9875518672199
2778,765,-34.36846,-59.30128,20,30,19.8,1.25,10YR,3,2,10YR,4,2,86.8686868686869
2785,766,-33.96667,-60.66667,0,30,22.8,2.04,10YR,3,1,NA,NA,NA,82.0175438596491
2792,767,-33.9,-60.65,0,16,21.2,1.97,10YR,3,2,NA,NA,NA,79.2452830188679
2793,767,-33.9,-60.65,16,28,20.7,1.69,10YR,3,1,NA,NA,NA,79.7101449275362
2801,768,-33.85,-60.61667,0,13,21.8,1.86,10YR,3,2,NA,NA,NA,77.5229357798165
2802,768,-33.85,-60.61667,13,23,23,1.49,10YR,3,1,NA,NA,NA,78.2608695652174
2803,768,-33.85,-60.61667,23,30,NA,NA,10YR,3,3,NA,NA,NA,NA
2810,769,-34.43333,-59.38334,0,16,20.2,1.91,10YR,3,1,10YR,5,1,91.5841584158416
2811,769,-34.43333,-59.38334,19,29,20.8,1.65,10YR,4,2,10YR,5,2,91.8269230769231
2820,770,-34.34254,-59.48546,0,15,32.5,2.7,10YR,2,2,10YR,3,2,86.4615384615385
2821,770,-34.34254,-59.48546,15,25,33.6,1.76,10YR,2,2,10YR,2,2,93.75
2829,771,-33.93333,-60.55,0,15,20.4,1.33,10YR,3,2,NA,NA,NA,80.8823529411765
2830,771,-33.93333,-60.55,15,26,19.6,1.09,10YR,3,2,NA,NA,NA,85.2040816326531
2849,773,-33.88645,-60.55423,0,20,21.2,2.75,10YR,3.5,2,10YR,6,2,87.2641509433962
2850,773,-33.88645,-60.55423,20,38,28.6,1.22,10YR,3,2,NA,NA,NA,100
2854,774,-34.39934,-59.47624,0,18,23.2,2.21,10YR,3,2,NA,NA,NA,93.5344827586207
2855,774,-34.39934,-59.47624,18,29,23.3,1.67,10YR,3,2,NA,NA,NA,95.7081545064378
2862,775,-34.3973,-59.47435,0,15,20.9,1.84,10YR,3,2,10YR,4,2,89.4736842105263
2863,775,-34.3973,-59.47435,15,24,23,1.25,10YR,3,2,NA,NA,NA,100
2864,775,-34.3973,-59.47435,24,54,33.1,0.91,7.5YR,4,3,NA,NA,NA,100
2870,776,-34.41667,-59.35,0,12,20.7,1.69,10YR,3,2,10YR,6,2,92.2705314009662
2871,776,-34.41667,-59.35,12,28,32.3,1.09,10YR,2,2,10YR,4,2,100
2878,778,-33.79861,-60.44704,0,12,24.6,2.32,10YR,3,2,10YR,5,2,79.2682926829268
2879,778,-33.79861,-60.44704,12,34,21.9,1.17,10YR,3,3,NA,NA,NA,84.0182648401826
2886,779,-33.76107,-60.37049,3,18,15.6,1.58,10YR,4,2,10YR,6,2,91.025641025641
2887,779,-33.76107,-60.37049,18,29,22.8,0.81,10YR,3,3,10YR,3,4,100
2892,780,-33.68042,-60.40697,0,12,21.5,1.81,10YR,3,2,10YR,3,2,87.4418604651163
2893,780,-33.68042,-60.40697,12,25,23,1.73,10YR,2,2,10YR,2,2,86.0869565217391
2904,781,-33.67989,-60.29418,0,13,23,2,10YR,3,2,NA,NA,NA,78.2608695652174
2905,781,-33.67989,-60.29418,13,29,22.8,1.69,10YR,2,2,NA,NA,NA,91.2280701754386
2912,782,-34.43606,-59.33679,0,20,24.3,2.48,10YR,2,2,NA,NA,NA,91.7695473251029
2913,782,-34.43606,-59.33679,20,33,24.4,1.98,10YR,2,1.5,NA,NA,NA,92.6229508196721
2920,783,-33.75097,-60.31881,0,16,21,1.86,10YR,3,2,10YR,4,2,88.5714285714286
2921,783,-33.75097,-60.31881,16,31,22.9,1.52,10YR,2,2,NA,NA,NA,85.1528384279476
2931,784,-34.40938,-59.27354,0,23,27.9,1.32,10YR,3,2,10YR,5,2,98.2078853046595
2932,784,-34.40938,-59.27354,23,39,38,1.12,10YR,3,3,NA,NA,NA,100
2946,785,-33.77996,-60.36888,0,11,15.7,1.35,10YR,3,3,NA,NA,NA,92.3566878980892
2947,785,-33.77996,-60.36888,11,20,16.4,1.16,10YR,3,3,NA,NA,NA,95.1219512195122
2948,785,-33.77996,-60.36888,20,42,36.2,0.83,10YR,3,2,NA,NA,NA,100
2936,786,-34.40596,-59.27255,0,12,24,1.57,10YR,3,2,NA,NA,NA,92.9166666666667
2937,786,-34.40596,-59.27255,12,27,27.9,1.49,10YR,2,2,NA,NA,NA,92.1146953405018
2953,787,-34.56945,-59.39978,0,13,22.8,2.37,10YR,3,2,10YR,4,2,89.9122807017544
2954,787,-34.56945,-59.39978,13,24,22.8,1.62,10YR,3,2,10YR,4,2,88.5964912280702
2955,787,-34.56945,-59.39978,24,34,19.7,0.82,10YR,3,3,10YR,5,3,81.7258883248731
2961,788,-34.52119,-59.4905,0,16,17.7,2.11,10YR,2,2,10YR,6,2,87.5706214689266
2962,788,-34.52119,-59.4905,16,51,33.2,1.01,NA,NA,NA,10YR,3,2,100
2966,789,-34.58047,-59.35678,0,6,24.5,1.83,10YR,3,2,10YR,6,2,84.0816326530612
2967,789,-34.58047,-59.35678,6,19,23,1.15,10YR,3,2,10YR,5,2,93.9130434782609
2968,789,-34.58047,-59.35678,19,37,23.4,0.89,10YR,3,2,10YR,4,2,100
2973,790,-34.54205,-59.31741,0,20,20.6,2.23,10YR,2,2,NA,NA,NA,88.8349514563107
2974,790,-34.54205,-59.31741,20,29,20.3,1.53,10YR,2,2,NA,NA,NA,89.1625615763547
2980,791,-34.42209,-59.11652,0,9,27.6,2.43,10YR,3,2,10YR,5,2,76.8115942028985
2981,791,-34.42209,-59.11652,9,16,27.2,2.32,10YR,3,2,10YR,5,2,79.7794117647059
2982,791,-34.42209,-59.11652,16,23,27.2,1.27,10YR,4,2,10YR,5,2,74.2647058823529
2983,791,-34.42209,-59.11652,23,34,27.4,0.9,10YR,3,2,10YR,4,2,79.9270072992701
2990,793,-33.80192,-60.14568,0,11,18.4,1.98,10YR,3,3,10YR,5,2,77.7173913043478
2991,793,-33.80192,-60.14568,11,23,18.4,1.1,10YR,3,2,10YR,4,2,86.4130434782609
2992,793,-33.80192,-60.14568,23,31,21.2,0.85,10YR,2,2,10YR,3,2,89.1509433962264
2997,794,-34.46646,-59.19042,0,10,24.8,2.66,10YR,3,2,10YR,5,2,78.6290322580645
2998,794,-34.46646,-59.19042,10,23,24.6,1.9,10YR,3,2,10YR,5,2,77.6422764227642
2999,794,-34.46646,-59.19042,23,30,24.4,1.47,10YR,2,1,NA,NA,NA,78.6885245901639
3006,795,-33.80365,-60.07487,0,11,27,2.65,10YR,3,2,10YR,5,2,70.7407407407407
3007,795,-33.80365,-60.07487,11,19,24.5,1.43,10YR,2,2,NA,NA,NA,84.8979591836735
3008,795,-33.80365,-60.07487,19,43,33.8,0.61,10YR,2,2,NA,NA,NA,100
3012,796,-33.73124,-60.058,0,13,26.2,2.62,10YR,3,2,NA,NA,NA,85.8778625954199
3013,796,-33.73124,-60.058,13,25,21.4,1.75,10YR,3,2,NA,NA,NA,90.1869158878505
3020,797,-33.68056,-60.05278,0,13,24.4,2.48,10YR,3,2,NA,NA,NA,82.3770491803279
3021,797,-33.68056,-60.05278,13,27,25.1,1.7,10YR,2,2,NA,NA,NA,83.2669322709163
3027,798,-33.90423,-60.39003,0,12,24.4,3.11,10YR,2,1,NA,NA,NA,87.2950819672131
3028,798,-33.90423,-60.39003,12,31,22.5,2.05,10YR,2,1,NA,NA,NA,80.8888888888889
3036,799,-33.98363,-60.37407,0,20,18.9,1.55,10YR,3,2,NA,NA,NA,83.0687830687831
3037,799,-33.98363,-60.37407,20,46,28.5,0.83,7.5YR,4,2,NA,NA,NA,85.6140350877193
3043,800,-33.95587,-60.38915,0,13,24.9,2.34,10YR,2,2,NA,NA,NA,82.3293172690763
3044,800,-33.95587,-60.38915,13,23,24.4,1.87,10YR,2,1,NA,NA,NA,82.7868852459016
3045,800,-33.95587,-60.38915,23,32,20.7,1.37,10YR,3,4,NA,NA,NA,88.4057971014493
3050,801,-33.98131,-60.4813,0,14,31.8,2.77,10YR,3,1,10YR,5,2,100
3051,801,-33.98131,-60.4813,14,31,32.8,2.47,10YR,2,1,10YR,5,1,100
3056,802,-33.89583,-60.33611,0,14,21.4,1.98,10YR,2,2,NA,NA,NA,79.9065420560748
3057,802,-33.89583,-60.33611,14,28,20.8,1.62,10YR,2,2,NA,NA,NA,80.2884615384615
3065,803,-34.61932,-59.40456,0,9,17.2,2.26,10YR,2,2,7.5YR,3,2,82.5581395348837
3066,803,-34.61932,-59.40456,9,22,16.1,1.26,10YR,3,3,7.5YR,4,2,90.0621118012422
3068,803,-34.61932,-59.40456,22,45,29.6,0.5,10YR,3,3,10YR,3,4,100
3073,804,-34.61933,-59.46653,0,23,24.8,2.81,10YR,2,1,10YR,3,2,82.6612903225806
3074,804,-34.61933,-59.46653,23,35,19.7,1.8,10YR,3,2,10YR,5,2,83.248730964467
3080,805,-33.90724,-60.40906,0,16,20.5,2.85,10YR,3,2,NA,NA,NA,66.3414634146342
3081,805,-33.90724,-60.40906,16,28,19.3,1.56,10YR,2,2,NA,NA,NA,72.020725388601
3086,806,-33.93374,-60.22805,0,13,23,1.83,10YR,3,1,NA,NA,NA,89.1304347826087
3087,806,-33.93374,-60.22805,13,27,23.9,1.51,10YR,2,1,NA,NA,NA,87.4476987447699
3095,807,-33.93406,-60.00227,0,15,25.3,1.89,10YR,3,1,NA,NA,NA,81.8181818181818
3096,807,-33.93406,-60.00227,15,29,24.6,1.68,10YR,3,1,NA,NA,NA,81.3008130081301
3104,808,-33.88674,-60.15314,0,16,32.4,3.5,10YR,2,2,NA,NA,NA,100
3105,808,-33.88674,-60.15314,16,34,27.1,1.58,10YR,2,1,NA,NA,NA,100
3111,809,-33.83763,-60.17129,0,13,23.2,1.91,10YR,3,1,NA,NA,NA,78.448275862069
3112,809,-33.83763,-60.17129,13,26,23,1.91,10YR,3,1,NA,NA,NA,83.0434782608696
3118,811,-33.85014,-60.030029999999996,0,13,19.1,2.36,10YR,3,2,10YR,4,3,82.1989528795811
3119,811,-33.85014,-60.030029999999996,13,25,19.1,1,10YR,3,1,10YR,4,2,94.2408376963351
3126,812,-33.89067,-60.14805,0,17,21.3,2.02,10YR,3,2,NA,NA,NA,76.056338028169
3127,812,-33.89067,-60.14805,17,30,21,1.52,10YR,2,2,NA,NA,NA,81.4285714285714
3136,813,-33.79089,-60.00749,0,20,25.6,1.96,10YR,2,2,10YR,4,1,77.34375
3137,813,-33.79089,-60.00749,20,36,20.5,0.94,7.5YR,3,2,7.5YR,4,2,87.3170731707317
3141,814,-33.72805,-59.9689,0,16,23,1.88,10YR,2,1,10YR,4,2,83.9130434782609
3142,814,-33.72805,-59.9689,16,32,23,1.02,10YR,2,1,10YR,3,1,82.6086956521739
3149,815,-33.71684,-59.83753,0,14,26.6,1.77,10YR,3,2,10YR,5,2,75.187969924812
3150,815,-33.71684,-59.83753,14,25,26.4,1.23,10YR,3,3,10YR,5,2,81.4393939393939
3155,816,-33.67041,-59.95846,0,15,21.8,1.95,10YR,3,1,10YR,5,1,94.0366972477064
3156,816,-33.67041,-59.95846,15,32,21.7,0.83,10YR,3,1,10YR,5,1,100
3161,817,-33.77983,-59.90748,0,16,22.3,2.04,10YR,3,3,NA,NA,NA,73.542600896861
3162,817,-33.77983,-59.90748,16,32,23.8,1.2,10YR,3,3,NA,NA,NA,74.7899159663866
3167,818,-33.79689,-59.91199,0,15,23.7,1.95,10YR,3,2,10YR,5,2,81.0126582278481
3168,818,-33.79689,-59.91199,15,25,22.7,1.84,10YR,2,2,10YR,4,1,81.9383259911894
3173,819,-33.81526,-59.91392,0,12,17,1.3,10YR,3,2,NA,NA,NA,65.2941176470588
3174,819,-33.81526,-59.91392,12,23,20.6,0.69,10YR,3,2,NA,NA,NA,88.3495145631068
3175,819,-33.81526,-59.91392,23,49,50.5,0.83,10YR,3,3,NA,NA,NA,98.2178217821782
3179,820,-33.82489,-59.9167,0,18,14.4,2.06,10YR,4,1.5,10YR,6,1,67.3611111111111
3180,820,-33.82489,-59.9167,18,30,18,0.85,10YR,3,2,10YR,6,2,98.3333333333333
3185,821,-33.73847,-59.81644,0,18,24.1,1.79,10YR,3,2,NA,NA,NA,77.5933609958506
3186,821,-33.73847,-59.81644,18,29,23.8,1.08,10YR,3,3,NA,NA,NA,76.0504201680672
3193,822,-33.79681,-59.72438,0,18,25.9,1.81,10YR,3,2,10YR,5,2,73.3590733590734
3194,822,-33.79681,-59.72438,18,47,38,0.87,10YR,2,2,NA,NA,NA,90.5263157894737
3198,823,-33.77808,-59.67122,0,18,19.4,1.61,10YR,3,3,10YR,5,2,83.5051546391753
3199,823,-33.77808,-59.67122,18,28,18.6,1.48,10YR,3,3,10YR,4,2,86.0215053763441
3204,824,-33.79707,-59.54588,0,15,14.7,1.34,10YR,3,2,10YR,6,2,91.156462585034
3205,824,-33.79707,-59.54588,15,33,17,0.63,10YR,3,3,10YR,5,2,95.8823529411765
3209,825,-33.9744,-59.96319,0,16,23.7,2.5,10YR,3,2,10YR,5,2,78.4810126582279
3210,825,-33.9744,-59.96319,16,25,24.7,1.91,10YR,2,2,10YR,4,1,76.5182186234818
3215,826,-33.99949,-59.9049,0,17,23.8,2.19,10YR,2,2,10YR,4,2,87.8151260504202
3216,826,-33.99949,-59.9049,17,27,24.3,1.89,10YR,2,2,10YR,5,2,87.6543209876543
3221,827,-34.00743,-59.77889,0,14,23,1.84,10YR,3,2,10YR,4,2,83.4782608695652
3222,827,-34.00743,-59.77889,14,46,32.5,0.82,7.5YR,3,2,7.5YR,3,2,89.2307692307692
3226,828,-33.86192,-59.72014,0,28,20.9,1.64,10YR,3,2,10YR,4,2,82.2966507177034
3230,829,-33.87489,-59.96769,0,20,27.9,2.74,10YR,2,2,10YR,4,2,81.3620071684588
3231,829,-33.87489,-59.96769,20,35,26.2,2.27,10YR,2,1,10YR,3,2,80.1526717557252
3235,830,-33.86813,-59.89134,0,11,22.3,1.93,10YR,2,2,10YR,4,2,77.5784753363229
3236,830,-33.86813,-59.89134,11,29,22.8,1.6,10YR,3,2,10YR,4,2,80.7017543859649
3247,831,-33.91676,-59.87805,0,17,25.2,2.63,10YR,3,2,10YR,4,2,84.1269841269841
3248,831,-33.91676,-59.87805,17,31,22.9,1.77,10YR,2,2,10YR,3,1,84.7161572052402
